entry_time,exit_time,side,entry_price,exit_price,size,pnl,pnl_gross,commission,exit_reason,entry_bar_index,exit_bar_index
2025-12-10T06:00:00-05:00,2025-12-10T09:00:00-05:00,long,185.26,184.7245,1.0,-0.5354999999999848,-0.5354999999999848,0.0,sl,456,468
2025-12-10T09:45:00-05:00,2025-12-10T14:45:00-05:00,short,184.32,184.56,1.0,-0.2400000000000091,-0.2400000000000091,0.0,reverse,471,491
2025-12-10T14:45:00-05:00,2025-12-10T16:00:00-05:00,long,184.56,183.03400000000002,1.0,-1.525999999999982,-1.525999999999982,0.0,sl,491,496
2025-12-10T16:00:00-05:00,2025-12-10T19:00:00-05:00,short,182.41,181.32,1.0,1.0900000000000034,1.0900000000000034,0.0,tp,496,508
2025-12-11T08:30:00-05:00,2025-12-11T09:45:00-05:00,short,180.73,176.86999999999998,1.0,3.8600000000000136,3.8600000000000136,0.0,tp,530,535
2025-12-11T17:30:00-05:00,2025-12-12T04:00:00-05:00,short,180.0,180.53725,1.0,-0.5372500000000002,-0.5372500000000002,0.0,sl,566,576
2025-12-12T06:00:00-05:00,2025-12-12T07:45:00-05:00,long,180.17,183.1725,1.0,3.002500000000026,3.002500000000026,0.0,tp,584,591
2025-12-15T11:15:00-05:00,2025-12-15T12:45:00-05:00,long,178.26,177.12337499999998,1.0,-1.1366250000000093,-1.1366250000000093,0.0,sl,669,675
2025-12-15T15:15:00-05:00,2025-12-15T18:00:00-05:00,short,176.33,176.63275000000002,1.0,-0.3027500000000032,-0.3027500000000032,0.0,sl,685,696
2025-12-16T09:15:00-05:00,2025-12-16T09:45:00-05:00,short,176.23,177.31,1.0,-1.0800000000000125,-1.0800000000000125,0.0,reverse,725,727
2025-12-16T09:45:00-05:00,2025-12-16T10:15:00-05:00,long,177.31,175.616,1.0,-1.6939999999999884,-1.6939999999999884,0.0,sl,727,729
2025-12-16T14:00:00-05:00,2025-12-16T15:00:00-05:00,short,176.14,177.15237499999998,1.0,-1.0123749999999916,-1.0123749999999916,0.0,sl,744,748
2025-12-16T15:30:00-05:00,2025-12-16T17:15:00-05:00,long,177.82,177.215375,1.0,-0.6046249999999986,-0.6046249999999986,0.0,sl,750,757
2025-12-17T04:00:00-05:00,2025-12-17T08:00:00-05:00,long,177.46,177.38,1.0,-0.0800000000000125,-0.0800000000000125,0.0,reverse,768,784
2025-12-17T08:00:00-05:00,2025-12-17T10:45:00-05:00,short,177.38,171.425,1.0,5.954999999999984,5.954999999999984,0.0,tp,784,795
2025-12-18T04:00:00-05:00,2025-12-18T08:30:00-05:00,long,172.57,174.33999999999997,1.0,1.7699999999999818,1.7699999999999818,0.0,tp,832,850
2025-12-18T09:30:00-05:00,2025-12-18T10:15:00-05:00,short,172.87,174.93675000000002,1.0,-2.066750000000013,-2.066750000000013,0.0,sl,854,857
2025-12-18T10:15:00-05:00,2025-12-18T12:15:00-05:00,long,175.04,173.87712499999998,1.0,-1.1628750000000139,-1.1628750000000139,0.0,sl,857,865
2025-12-18T14:45:00-05:00,2025-12-18T15:00:00-05:00,short,173.91,174.77625,1.0,-0.866250000000008,-0.866250000000008,0.0,sl,875,876
2025-12-18T18:00:00-05:00,2025-12-19T04:30:00-05:00,long,174.88,176.52949999999998,1.0,1.649499999999989,1.649499999999989,0.0,tp,888,898
2025-12-19T09:15:00-05:00,2025-12-19T12:00:00-05:00,long,176.71,179.84000000000003,1.0,3.130000000000024,3.130000000000024,0.0,tp,917,928
2025-12-19T14:30:00-05:00,2025-12-19T19:30:00-05:00,long,180.85,181.27500000000003,1.0,0.4250000000000398,0.4250000000000398,0.0,tp,938,958
2025-12-22T07:15:00-05:00,2025-12-22T09:15:00-05:00,long,184.33,183.86537500000003,1.0,-0.46462499999998386,-0.46462499999998386,0.0,sl,973,981
2025-12-22T09:45:00-05:00,2025-12-22T12:15:00-05:00,long,183.84,183.077875,1.0,-0.7621249999999975,-0.7621249999999975,0.0,sl,983,993
2025-12-23T04:15:00-05:00,2025-12-23T05:15:00-05:00,long,183.565,183.10492499999998,1.0,-0.46007500000001755,-0.46007500000001755,0.0,sl,1025,1029
2025-12-23T19:45:00-05:00,2025-12-24T05:15:00-05:00,long,188.7,188.3395,1.0,-0.3605000000000018,-0.3605000000000018,0.0,sl,1087,1093
2025-12-24T07:30:00-05:00,2025-12-24T09:15:00-05:00,long,188.67,188.20624999999998,1.0,-0.46375000000000455,-0.46375000000000455,0.0,sl,1102,1109
2025-12-24T09:15:00-05:00,2025-12-24T09:30:00-05:00,short,187.94,188.57,1.0,-0.6299999999999955,-0.6299999999999955,0.0,sl,1109,1110
2025-12-24T11:30:00-05:00,2025-12-24T15:30:00-05:00,long,188.42,188.34125,1.0,-0.07874999999998522,-0.07874999999998522,0.0,sl,1118,1134
2025-12-26T04:00:00-05:00,2025-12-26T07:00:00-05:00,long,189.79,189.563375,1.0,-0.2266249999999843,-0.2266249999999843,0.0,sl,1140,1152
2025-12-26T08:00:00-05:00,2025-12-26T13:30:00-05:00,long,189.93,191.66500000000002,1.0,1.7350000000000136,1.7350000000000136,0.0,tp,1156,1178
2025-12-29T08:45:00-05:00,2025-12-30T04:00:00-05:00,short,187.955,188.07,1.0,-0.11499999999998067,-0.11499999999998067,0.0,reverse,1223,1268
2025-12-30T04:00:00-05:00,2025-12-30T09:30:00-05:00,long,188.07,187.460125,1.0,-0.6098749999999882,-0.6098749999999882,0.0,sl,1268,1290
2025-12-30T11:15:00-05:00,2025-12-30T12:30:00-05:00,long,188.26,187.7525,1.0,-0.5074999999999932,-0.5074999999999932,0.0,sl,1297,1302
2025-12-30T15:00:00-05:00,2025-12-30T19:30:00-05:00,short,187.56,187.08499999999998,1.0,0.47500000000002274,0.47500000000002274,0.0,tp,1312,1330
2026-01-02T04:00:00-05:00,2026-01-02T06:00:00-05:00,long,190.11,189.87725,1.0,-0.23275000000001,-0.23275000000001,0.0,sl,1396,1404
2026-01-02T09:15:00-05:00,2026-01-02T09:45:00-05:00,long,189.9,192.885,1.0,2.984999999999985,2.984999999999985,0.0,tp,1417,1419
2026-01-05T04:00:00-05:00,2026-01-05T07:00:00-05:00,long,190.27,191.69500000000002,1.0,1.4250000000000114,1.4250000000000114,0.0,tp,1460,1472
2026-01-05T09:30:00-05:00,2026-01-05T14:00:00-05:00,short,190.23,187.41,1.0,2.819999999999993,2.819999999999993,0.0,tp,1482,1500
2026-01-05T17:30:00-05:00,2026-01-06T04:00:00-05:00,short,187.73,188.339,1.0,-0.6090000000000089,-0.6090000000000089,0.0,sl,1514,1524
2026-01-06T04:30:00-05:00,2026-01-06T09:15:00-05:00,long,189.05,190.6775,1.0,1.6274999999999977,1.6274999999999977,0.0,tp,1526,1545
2026-01-07T04:00:00-05:00,2026-01-07T06:45:00-05:00,short,187.55,187.97875,1.0,-0.42874999999997954,-0.42874999999997954,0.0,sl,1588,1599
2026-01-07T09:00:00-05:00,2026-01-07T09:15:00-05:00,short,187.87,188.521,1.0,-0.650999999999982,-0.650999999999982,0.0,sl,1608,1609
2026-01-07T09:15:00-05:00,2026-01-07T09:30:00-05:00,long,188.59,187.60825,1.0,-0.9817500000000052,-0.9817500000000052,0.0,sl,1609,1610
2026-01-07T15:00:00-05:00,2026-01-07T17:15:00-05:00,short,188.88,189.18012499999998,1.0,-0.30012499999998,-0.30012499999998,0.0,sl,1632,1641
2026-01-07T19:45:00-05:00,2026-01-08T04:00:00-05:00,long,189.36,190.1845,1.0,0.8245000000000005,0.8245000000000005,0.0,tp,1651,1652
2026-01-08T06:30:00-05:00,2026-01-08T07:30:00-05:00,long,190.13,189.57175,1.0,-0.5582499999999868,-0.5582499999999868,0.0,sl,1662,1666
2026-01-08T09:00:00-05:00,2026-01-08T09:30:00-05:00,short,189.465,187.015,1.0,2.450000000000017,2.450000000000017,0.0,tp,1672,1674
2026-01-08T12:00:00-05:00,2026-01-08T15:15:00-05:00,short,184.38,185.177125,1.0,-0.7971249999999941,-0.7971249999999941,0.0,sl,1684,1697
2026-01-08T19:45:00-05:00,2026-01-09T04:00:00-05:00,short,185.011,185.202975,1.0,-0.19197500000001355,-0.19197500000001355,0.0,sl,1715,1716
2026-01-09T14:00:00-05:00,2026-01-09T15:30:00-05:00,long,185.85,185.158925,1.0,-0.6910749999999837,-0.6910749999999837,0.0,sl,1756,1762
2026-01-09T15:45:00-05:00,2026-01-09T17:45:00-05:00,short,184.86,184.96500000000003,1.0,-0.10500000000001819,-0.10500000000001819,0.0,sl,1763,1771
2026-01-12T04:00:00-05:00,2026-01-12T08:00:00-05:00,short,182.8,183.12725,1.0,-0.32724999999999227,-0.32724999999999227,0.0,sl,1780,1796
2026-01-13T04:00:00-05:00,2026-01-13T07:00:00-05:00,long,185.23,184.82225,1.0,-0.40774999999999295,-0.40774999999999295,0.0,sl,1844,1856
2026-01-13T08:30:00-05:00,2026-01-13T09:15:00-05:00,long,185.83,185.14575000000002,1.0,-0.6842499999999916,-0.6842499999999916,0.0,sl,1862,1865
2026-01-13T09:15:00-05:00,2026-01-13T11:30:00-05:00,short,184.97,186.321875,1.0,-1.3518750000000068,-1.3518750000000068,0.0,sl,1865,1874
2026-01-13T11:30:00-05:00,2026-01-13T12:45:00-05:00,long,186.69,185.136875,1.0,-1.5531249999999943,-1.5531249999999943,0.0,sl,1874,1879
2026-01-13T15:45:00-05:00,2026-01-14T04:00:00-05:00,long,185.8,185.553425,1.0,-0.2465750000000071,-0.2465750000000071,0.0,sl,1891,1908
2026-01-14T04:00:00-05:00,2026-01-14T09:30:00-05:00,short,185.31,182.615,1.0,2.694999999999993,2.694999999999993,0.0,tp,1908,1930
2026-01-14T15:45:00-05:00,2026-01-14T17:30:00-05:00,long,183.22,182.721425,1.0,-0.4985749999999882,-0.4985749999999882,0.0,sl,1955,1962
2026-01-15T08:30:00-05:00,2026-01-15T12:45:00-05:00,long,185.87,188.39,1.0,2.519999999999982,2.519999999999982,0.0,tp,1990,2007
2026-01-15T19:15:00-05:00,2026-01-16T04:00:00-05:00,long,187.65,188.68250000000003,1.0,1.0325000000000273,1.0325000000000273,0.0,tp,2033,2036
2026-01-16T09:15:00-05:00,2026-01-16T10:15:00-05:00,long,189.0,187.65949999999998,1.0,-1.34050000000002,-1.34050000000002,0.0,sl,2057,2061
2026-01-16T10:15:00-05:00,2026-01-16T13:45:00-05:00,short,187.64,188.158,1.0,-0.5180000000000007,-0.5180000000000007,0.0,sl,2061,2075
2026-01-20T08:30:00-05:00,2026-01-20T13:30:00-05:00,short,181.79,179.51749999999998,1.0,2.272500000000008,2.272500000000008,0.0,tp,2118,2138
2026-01-21T04:45:00-05:00,2026-01-21T05:15:00-05:00,short,178.84,179.352575,1.0,-0.5125749999999982,-0.5125749999999982,0.0,sl,2167,2169
2026-01-21T06:45:00-05:00,2026-01-21T09:00:00-05:00,short,178.52,179.46675000000002,1.0,-0.9467500000000086,-0.9467500000000086,0.0,sl,2175,2184
2026-01-21T09:00:00-05:00,2026-01-21T09:15:00-05:00,long,180.23,179.09249999999997,1.0,-1.137500000000017,-1.137500000000017,0.0,sl,2184,2185
2026-01-21T09:15:00-05:00,2026-01-21T09:45:00-05:00,short,179.03,180.5455,1.0,-1.515500000000003,-1.515500000000003,0.0,sl,2185,2187
2026-01-21T10:15:00-05:00,2026-01-21T14:45:00-05:00,long,180.82,184.7975,1.0,3.9775000000000205,3.9775000000000205,0.0,tp,2189,2207
2026-01-22T04:00:00-05:00,2026-01-22T06:30:00-05:00,long,185.09,184.67000000000002,1.0,-0.4199999999999875,-0.4199999999999875,0.0,sl,2228,2238
2026-01-22T10:30:00-05:00,2026-01-22T14:00:00-05:00,long,184.97,184.29275,1.0,-0.6772499999999866,-0.6772499999999866,0.0,sl,2254,2268
2026-01-22T15:45:00-05:00,2026-01-22T16:45:00-05:00,long,184.84,184.202125,1.0,-0.6378750000000082,-0.6378750000000082,0.0,sl,2275,2279
2026-01-22T18:00:00-05:00,2026-01-22T19:30:00-05:00,short,184.04,184.28132499999998,1.0,-0.24132499999998913,-0.24132499999998913,0.0,sl,2284,2290
2026-01-23T06:00:00-05:00,2026-01-23T08:15:00-05:00,long,187.99,187.0625,1.0,-0.9275000000000091,-0.9275000000000091,0.0,sl,2300,2309
2026-01-23T09:30:00-05:00,2026-01-23T17:45:00-05:00,long,187.56,187.3535,1.0,-0.20650000000000546,-0.20650000000000546,0.0,sl,2314,2347
2026-01-26T13:45:00-05:00,2026-01-26T14:15:00-05:00,long,187.05,186.496125,1.0,-0.553875000000005,-0.553875000000005,0.0,sl,2395,2397
2026-01-26T14:45:00-05:00,2026-01-26T15:45:00-05:00,short,186.265,186.787375,1.0,-0.5223750000000109,-0.5223750000000109,0.0,sl,2399,2403
2026-01-27T04:00:00-05:00,2026-01-27T09:30:00-05:00,long,187.23,186.71462499999998,1.0,-0.5153750000000059,-0.5153750000000059,0.0,sl,2420,2442
2026-01-27T09:45:00-05:00,2026-01-27T12:15:00-05:00,long,187.64,189.6225,1.0,1.982500000000016,1.982500000000016,0.0,tp,2443,2453
2026-01-27T19:30:00-05:00,2026-01-27T19:45:00-05:00,long,189.49,189.23275,1.0,-0.2572499999999991,-0.2572499999999991,0.0,sl,2482,2483
2026-01-28T09:30:00-05:00,2026-01-28T10:45:00-05:00,long,192.15,190.938125,1.0,-1.211874999999992,-1.211874999999992,0.0,sl,2506,2511
2026-01-28T13:15:00-05:00,2026-01-28T14:30:00-05:00,long,191.72,190.9332,1.0,-0.7867999999999995,-0.7867999999999995,0.0,sl,2521,2526
2026-01-28T18:30:00-05:00,2026-01-29T07:00:00-05:00,short,191.01,191.43175,1.0,-0.42175000000000296,-0.42175000000000296,0.0,sl,2542,2560
2026-01-29T09:30:00-05:00,2026-01-29T09:45:00-05:00,short,190.6,191.85825,1.0,-1.2582500000000039,-1.2582500000000039,0.0,sl,2570,2571
2026-01-29T18:00:00-05:00,2026-01-29T18:15:00-05:00,short,190.66,191.35125,1.0,-0.6912499999999966,-0.6912499999999966,0.0,sl,2604,2605
2026-01-29T18:30:00-05:00,2026-01-30T04:00:00-05:00,long,191.56,190.72717500000002,1.0,-0.8328249999999855,-0.8328249999999855,0.0,sl,2606,2612
2026-01-30T04:00:00-05:00,2026-01-30T06:45:00-05:00,short,189.55,190.18875,1.0,-0.6387499999999875,-0.6387499999999875,0.0,sl,2612,2623
2026-01-30T13:30:00-05:00,2026-01-30T15:45:00-05:00,short,190.87,191.39,1.0,-0.5199999999999818,-0.5199999999999818,0.0,reverse,2650,2659
2026-01-30T15:45:00-05:00,2026-01-30T16:45:00-05:00,long,191.39,190.43887499999997,1.0,-0.9511250000000189,-0.9511250000000189,0.0,sl,2659,2663
2026-01-30T18:45:00-05:00,2026-02-02T04:00:00-05:00,short,189.95,187.32,1.0,2.6299999999999955,2.6299999999999955,0.0,tp,2671,2676
2026-02-02T04:00:00-05:00,2026-02-02T06:45:00-05:00,short,187.31,187.90675,1.0,-0.5967499999999859,-0.5967499999999859,0.0,sl,2676,2687
2026-02-02T08:15:00-05:00,2026-02-02T12:00:00-05:00,short,188.41,189.567625,1.0,-1.157624999999996,-1.157624999999996,0.0,sl,2693,2708
2026-02-02T14:30:00-05:00,2026-02-02T15:30:00-05:00,short,189.01,185.67000000000002,1.0,3.339999999999975,3.339999999999975,0.0,tp,2718,2722
2026-02-03T09:15:00-05:00,2026-02-03T09:30:00-05:00,short,186.22,183.1925,1.0,3.0275000000000034,3.0275000000000034,0.0,tp,2761,2762
2026-02-04T15:45:00-05:00,2026-02-04T16:00:00-05:00,short,174.19,176.154375,1.0,-1.9643749999999898,-1.9643749999999898,0.0,sl,2851,2852
2026-02-04T16:00:00-05:00,2026-02-05T06:15:00-05:00,long,177.08,176.99,1.0,-0.09000000000000341,-0.09000000000000341,0.0,reverse,2852,2877
2026-02-05T06:15:00-05:00,2026-02-05T07:45:00-05:00,short,176.99,172.57,1.0,4.420000000000016,4.420000000000016,0.0,tp,2877,2883
2026-02-05T14:30:00-05:00,2026-02-05T18:45:00-05:00,short,173.08,170.07550000000003,1.0,3.004499999999979,3.004499999999979,0.0,tp,2910,2927
2026-02-06T04:00:00-05:00,2026-02-06T06:00:00-05:00,long,174.38,177.59000000000003,1.0,3.2100000000000364,3.2100000000000364,0.0,tp,2932,2940
2026-02-06T09:30:00-05:00,2026-02-06T12:15:00-05:00,long,179.94,184.2825,1.0,4.342500000000001,4.342500000000001,0.0,tp,2954,2965
2026-02-09T07:00:00-05:00,2026-02-09T09:30:00-05:00,long,184.15,189.85500000000002,1.0,5.7050000000000125,5.7050000000000125,0.0,tp,3008,3018
2026-02-10T04:00:00-05:00,2026-02-10T06:15:00-05:00,long,191.15,190.758,1.0,-0.3919999999999959,-0.3919999999999959,0.0,sl,3060,3069
2026-02-11T04:15:00-05:00,2026-02-11T06:00:00-05:00,short,188.68,189.24175,1.0,-0.5617499999999893,-0.5617499999999893,0.0,sl,3125,3132
2026-02-11T06:00:00-05:00,2026-02-11T08:45:00-05:00,long,189.11,191.79500000000002,1.0,2.6850000000000023,2.6850000000000023,0.0,tp,3132,3143
2026-02-11T11:00:00-05:00,2026-02-11T15:15:00-05:00,long,191.85,191.095575,1.0,-0.7544249999999977,-0.7544249999999977,0.0,sl,3152,3169
2026-02-12T14:45:00-05:00,2026-02-13T06:15:00-05:00,short,188.27,186.20499999999998,1.0,2.065000000000026,2.065000000000026,0.0,tp,3231,3261
2026-02-13T09:30:00-05:00,2026-02-13T17:45:00-05:00,short,184.25,183.52549999999997,1.0,0.7245000000000346,0.7245000000000346,0.0,tp,3274,3307
2026-02-17T05:30:00-05:00,2026-02-17T06:30:00-05:00,short,180.91,181.60475,1.0,-0.6947499999999991,-0.6947499999999991,0.0,sl,3322,3326
2026-02-17T08:00:00-05:00,2026-02-17T08:45:00-05:00,short,180.47,181.59,1.0,-1.1200000000000045,-1.1200000000000045,0.0,sl,3332,3335
2026-02-17T09:45:00-05:00,2026-02-17T10:45:00-05:00,short,179.3,181.550675,1.0,-2.250675000000001,-2.250675000000001,0.0,sl,3339,3343
2026-02-17T16:15:00-05:00,2026-02-17T17:30:00-05:00,long,187.98,186.56074999999998,1.0,-1.4192500000000052,-1.4192500000000052,0.0,sl,3365,3370
2026-02-17T19:30:00-05:00,2026-02-18T06:30:00-05:00,long,186.45,188.165,1.0,1.7150000000000034,1.7150000000000034,0.0,tp,3378,3390
2026-02-18T14:30:00-05:00,2026-02-18T17:45:00-05:00,short,187.9,188.27415000000002,1.0,-0.3741500000000144,-0.3741500000000144,0.0,sl,3422,3435
2026-02-18T17:45:00-05:00,2026-02-18T19:15:00-05:00,long,188.3,187.91342500000002,1.0,-0.38657499999999345,-0.38657499999999345,0.0,sl,3435,3441
2026-02-18T19:45:00-05:00,2026-02-19T04:00:00-05:00,short,187.91,188.394575,1.0,-0.48457500000000664,-0.48457500000000664,0.0,sl,3443,3444
2026-02-19T10:00:00-05:00,2026-02-19T11:45:00-05:00,long,187.87,186.505,1.0,-1.365000000000009,-1.365000000000009,0.0,sl,3468,3475
2026-02-19T12:30:00-05:00,2026-02-19T15:00:00-05:00,short,186.31,187.038875,1.0,-0.728874999999988,-0.728874999999988,0.0,sl,3478,3488
2026-02-19T15:30:00-05:00,2026-02-20T04:30:00-05:00,long,187.24,188.9245,1.0,1.6844999999999857,1.6844999999999857,0.0,tp,3490,3510
2026-02-20T09:30:00-05:00,2026-02-20T16:45:00-05:00,long,188.06,189.65499999999997,1.0,1.5949999999999704,1.5949999999999704,0.0,tp,3530,3559
2026-02-23T04:15:00-05:00,2026-02-23T05:15:00-05:00,long,190.3,189.58075,1.0,-0.7192500000000166,-0.7192500000000166,0.0,sl,3573,3577
2026-02-23T08:00:00-05:00,2026-02-23T09:30:00-05:00,long,190.19,193.495,1.0,3.305000000000007,3.305000000000007,0.0,tp,3588,3594
2026-02-23T13:30:00-05:00,2026-02-23T14:30:00-05:00,long,191.51,190.6098,1.0,-0.9001999999999839,-0.9001999999999839,0.0,sl,3610,3614
2026-02-23T15:00:00-05:00,2026-02-23T15:30:00-05:00,short,190.315,191.204875,1.0,-0.8898749999999893,-0.8898749999999893,0.0,sl,3616,3618
2026-02-23T15:45:00-05:00,2026-02-24T04:00:00-05:00,long,191.64,192.8245,1.0,1.184500000000014,1.184500000000014,0.0,tp,3619,3636
2026-02-24T09:30:00-05:00,2026-02-24T10:15:00-05:00,short,190.26,192.01,1.0,-1.75,-1.75,0.0,reverse,3658,3661
2026-02-24T10:15:00-05:00,2026-02-24T18:00:00-05:00,long,192.01,192.635,1.0,0.625,0.625,0.0,tp,3661,3692
2026-02-25T09:30:00-05:00,2026-02-25T12:00:00-05:00,long,194.62,197.4275,1.0,2.8075000000000045,2.8075000000000045,0.0,tp,3722,3732
2026-02-25T16:30:00-05:00,2026-02-25T17:15:00-05:00,long,201.51,197.23999999999998,1.0,-4.27000000000001,-4.27000000000001,0.0,sl,3750,3753
2026-02-26T04:00:00-05:00,2026-02-26T05:30:00-05:00,long,198.3,196.872175,1.0,-1.4278250000000128,-1.4278250000000128,0.0,sl,3764,3770
2026-02-27T05:00:00-05:00,2026-02-27T08:15:00-05:00,short,185.56,182.52000000000004,1.0,3.0399999999999636,3.0399999999999636,0.0,tp,3832,3845
2026-02-27T13:00:00-05:00,2026-02-27T17:45:00-05:00,short,179.29,177.92000000000002,1.0,1.3699999999999761,1.3699999999999761,0.0,tp,3864,3883
2026-03-02T07:15:00-05:00,2026-03-02T09:30:00-05:00,short,174.48,176.461,1.0,-1.981000000000023,-1.981000000000023,0.0,sl,3905,3914
2026-03-02T09:30:00-05:00,2026-03-02T13:15:00-05:00,long,179.59,182.72000000000003,1.0,3.130000000000024,3.130000000000024,0.0,tp,3914,3929
2026-03-03T09:00:00-05:00,2026-03-03T09:15:00-05:00,short,177.19,178.12625,1.0,-0.9362500000000011,-0.9362500000000011,0.0,sl,3976,3977
2026-03-03T10:15:00-05:00,2026-03-03T11:45:00-05:00,short,177.78,179.775875,1.0,-1.9958750000000123,-1.9958750000000123,0.0,sl,3981,3987
2026-03-03T11:45:00-05:00,2026-03-03T17:30:00-05:00,long,180.04,179.663925,1.0,-0.37607499999998595,-0.37607499999998595,0.0,sl,3987,4010
2026-03-04T08:00:00-05:00,2026-03-04T09:15:00-05:00,long,182.25,181.11775,1.0,-1.132249999999999,-1.132249999999999,0.0,sl,4036,4041
2026-03-04T09:15:00-05:00,2026-03-04T09:30:00-05:00,short,180.42,181.80599999999998,1.0,-1.3859999999999957,-1.3859999999999957,0.0,sl,4041,4042
2026-03-04T10:00:00-05:00,2026-03-04T19:15:00-05:00,long,182.18,183.48950000000002,1.0,1.309500000000014,1.309500000000014,0.0,tp,4044,4081
2026-03-04T19:15:00-05:00,2026-03-05T04:00:00-05:00,long,183.58,183.02875,1.0,-0.5512500000000102,-0.5512500000000102,0.0,sl,4081,4084
2026-03-05T09:45:00-05:00,2026-03-05T10:30:00-05:00,long,182.47,180.850375,1.0,-1.619624999999985,-1.619624999999985,0.0,sl,4107,4110
2026-03-05T12:15:00-05:00,2026-03-05T15:30:00-05:00,short,181.11,182.322925,1.0,-1.2129249999999843,-1.2129249999999843,0.0,sl,4117,4130
2026-03-05T19:45:00-05:00,2026-03-06T04:00:00-05:00,short,182.04,182.50007499999998,1.0,-0.46007499999998913,-0.46007499999998913,0.0,sl,4147,4148
2026-03-06T14:15:00-05:00,2026-03-06T17:15:00-05:00,short,180.52,178.53000000000003,1.0,1.9899999999999807,1.9899999999999807,0.0,tp,4189,4201
2026-03-09T15:15:00-04:00,2026-03-09T17:45:00-04:00,long,182.03,181.69575,1.0,-0.33424999999999727,-0.33424999999999727,0.0,sl,4257,4267
2026-03-10T04:00:00-04:00,2026-03-10T07:00:00-04:00,long,183.19,182.679,1.0,-0.5109999999999957,-0.5109999999999957,0.0,sl,4276,4288
2026-03-10T09:15:00-04:00,2026-03-10T11:45:00-04:00,long,182.4,185.7745,1.0,3.3744999999999834,3.3744999999999834,0.0,tp,4297,4307
2026-03-10T16:00:00-04:00,2026-03-10T17:45:00-04:00,long,185.3,184.8695,1.0,-0.4305000000000234,-0.4305000000000234,0.0,sl,4324,4331
2026-03-11T06:15:00-04:00,2026-03-11T11:15:00-04:00,long,185.07,185.08,1.0,0.010000000000019327,0.010000000000019327,0.0,reverse,4349,4369
2026-03-11T11:15:00-04:00,2026-03-11T15:45:00-04:00,short,185.08,185.75900000000001,1.0,-0.679000000000002,-0.679000000000002,0.0,sl,4369,4387
2026-03-11T15:45:00-04:00,2026-03-11T16:45:00-04:00,long,186.0,185.49775,1.0,-0.5022500000000036,-0.5022500000000036,0.0,sl,4387,4391
2026-03-11T18:15:00-04:00,2026-03-12T07:30:00-04:00,short,185.08,185.42825000000002,1.0,-0.3482500000000073,-0.3482500000000073,0.0,sl,4397,4418
2026-03-12T08:15:00-04:00,2026-03-12T09:45:00-04:00,short,184.74,182.11,1.0,2.6299999999999955,2.6299999999999955,0.0,tp,4421,4427
